================================================================================
TRADE COMPARISON - PAST 5 DAYS
================================================================================

Report Generated: 2025-11-21 17:25:48

--------------------------------------------------------------------------------
DATE: 2025-11-21
--------------------------------------------------------------------------------
Total Trades: 270
Closed Trades: 270
Win Rate: 39.3%
Total P&L: $1724.17
Avg Profit per Trade: $6.39

Trade Details:
  1. AMD      BUY  Entry: $197.02 -> Exit: $199.99 | P&L: +$0.00
  32. TSLA     buy  Entry: $389.10 -> Exit: $389.90 | P&L: +$21.62
  33. GOOGL    buy  Entry: $297.35 -> Exit: $297.36 | P&L: +$0.35
  34. AAPL     buy  Entry: $270.11 -> Exit: $270.15 | P&L: +$1.53
  35. GOOGL    BUY  Entry: $296.96 -> Exit: $297.29 | P&L: +$0.00
  36. TSLA     BUY  Entry: $389.75 -> Exit: $389.61 | P&L: +$0.00
  37. INTC     buy  Entry: $33.37 -> Exit: $33.38 | P&L: +$2.92
  38. GOOGL    buy  Entry: $296.53 -> Exit: $297.02 | P&L: +$15.80
  39. AAPL     BUY  Entry: $269.79 -> Exit: $270.10 | P&L: +$0.00
  40. GOOGL    BUY  Entry: $296.85 -> Exit: $297.06 | P&L: +$0.00
  41. TSLA     buy  Entry: $388.69 -> Exit: $389.17 | P&L: +$16.37
  42. GOOGL    buy  Entry: $296.44 -> Exit: $296.69 | P&L: +$1.25
  43. INTC     BUY  Entry: $33.34 -> Exit: $33.37 | P&L: +$0.00
  44. INTC     buy  Entry: $33.27 -> Exit: $33.29 | P&L: +$6.26
  45. GOOGL    buy  Entry: $296.44 -> Exit: $296.64 | P&L: +$9.00
  46. AMD      buy  Entry: $197.38 -> Exit: $197.44 | P&L: +$3.38
  47. AMD      BUY  Entry: $197.83 -> Exit: $197.42 | P&L: +$0.00
  48. INTC     BUY  Entry: $33.30 -> Exit: $33.29 | P&L: +$0.00
  49. GOOGL    BUY  Entry: $295.54 -> Exit: $296.67 | P&L: +$0.00
  50. TSLA     BUY  Entry: $387.51 -> Exit: $389.27 | P&L: +$0.00
  51. AMD      BUY  Entry: $197.60 -> Exit: $197.74 | P&L: +$0.00
  52. TSLA     buy  Entry: $387.35 -> Exit: $387.65 | P&L: +$10.04
  53. TSLA     BUY  Entry: $386.35 -> Exit: $387.63 | P&L: +$0.00
  54. NVDA     buy  Entry: $174.58 -> Exit: $174.65 | P&L: +$5.56
  55. AMD      buy  Entry: $196.90 -> Exit: $197.22 | P&L: +$16.63
  56. NVDA     BUY  Entry: $174.79 -> Exit: $174.33 | P&L: +$0.00
  57. TSLA     buy  Entry: $385.90 -> Exit: $387.13 | P&L: +$38.32
  58. INTC     buy  Entry: $33.08 -> Exit: $33.15 | P&L: +$21.78
  59. GOOGL    buy  Entry: $295.42 -> Exit: $295.49 | P&L: +$2.87
  60. MSFT     BUY  Entry: $472.10 -> Exit: $472.92 | P&L: +$0.00
  61. MSFT     buy  Entry: $472.01 -> Exit: $472.84 | P&L: +$20.78
  62. TSLA     BUY  Entry: $384.77 -> Exit: $387.11 | P&L: +$0.00
  63. GOOGL    BUY  Entry: $294.85 -> Exit: $295.42 | P&L: +$0.00
  64. TSLA     buy  Entry: $384.85 -> Exit: $385.76 | P&L: +$23.73
  65. NVDA     buy  Entry: $173.99 -> Exit: $174.34 | P&L: +$24.85
  66. TSLA     BUY  Entry: $384.77 -> Exit: $385.67 | P&L: +$0.00
  67. AAPL     buy  Entry: $270.05 -> Exit: $270.20 | P&L: +$5.55
  68. NVDA     BUY  Entry: $173.75 -> Exit: $174.33 | P&L: +$0.00
  69. MSFT     BUY  Entry: $471.73 -> Exit: $472.88 | P&L: +$0.00
  70. TSLA     buy  Entry: $385.15 -> Exit: $385.33 | P&L: +$5.00
  71. AMD      BUY  Entry: $196.52 -> Exit: $197.22 | P&L: +$0.00
  72. MSFT     buy  Entry: $471.87 -> Exit: $471.90 | P&L: +$0.69
  73. GOOGL    buy  Entry: $294.72 -> Exit: $294.86 | P&L: +$4.92
  74. TSLA     BUY  Entry: $386.01 -> Exit: $385.29 | P&L: +$0.00
  75. MSFT     BUY  Entry: $472.24 -> Exit: $471.80 | P&L: +$0.00
  76. AMZN     buy  Entry: $216.68 -> Exit: $216.76 | P&L: +$3.72
  77. GOOGL    BUY  Entry: $295.40 -> Exit: $294.84 | P&L: +$0.00
  78. INTC     BUY  Entry: $33.11 -> Exit: $33.15 | P&L: +$0.00
  79. AMZN     buy  Entry: $216.93 -> Exit: $216.94 | P&L: +$0.40
  80. AMZN     BUY  Entry: $216.68 -> Exit: $216.94 | P&L: +$0.00
  81. AMZN     buy  Entry: $216.47 -> Exit: $216.97 | P&L: +$5.55
  82. AMZN     buy  Entry: $216.47 -> Exit: $216.99 | P&L: +$24.13
  83. AAPL     BUY  Entry: $269.96 -> Exit: $270.20 | P&L: +$0.00
  84. AMZN     BUY  Entry: $216.31 -> Exit: $216.91 | P&L: +$0.00
  85. MSFT     buy  Entry: $473.44 -> Exit: $473.72 | P&L: +$5.88
  86. AAPL     buy  Entry: $269.90 -> Exit: $269.93 | P&L: +$1.38
  87. MSFT     BUY  Entry: $473.27 -> Exit: $473.66 | P&L: +$0.00
  88. MSFT     sell Entry: $473.59 -> Exit: $473.35 | P&L: +$4.80
  89. AAPL     BUY  Entry: $269.88 -> Exit: $269.88 | P&L: +$0.00
  90. INTC     sell Entry: $33.37 -> Exit: $33.35 | P&L: +$6.66
  91. AAPL     sell Entry: $270.40 -> Exit: $269.68 | P&L: +$27.91
  92. TSLA     BUY  Entry: $392.74 -> Exit: $384.81 | P&L: +$0.00
  93. NVDA     BUY  Entry: $177.62 -> Exit: $174.08 | P&L: +$0.00
  94. NFLX     buy  Entry: $106.06 -> Exit: $106.26 | P&L: +$25.94
  95. META     buy  Entry: $587.54 -> Exit: $589.18 | P&L: +$29.59
  96. AAPL     SELL Entry: $270.27 -> Exit: $270.37 | P&L: +$0.00
  97. AMZN     buy  Entry: $217.46 -> Exit: $217.70 | P&L: +$11.67
  98. AAPL     buy  Entry: $269.92 -> Exit: $270.42 | P&L: +$19.13
  99. MSFT     buy  Entry: $472.30 -> Exit: $473.65 | P&L: +$27.01
  100. INTC     buy  Entry: $33.38 -> Exit: $33.40 | P&L: +$5.00
  101. AMD      buy  Entry: $198.85 -> Exit: $199.16 | P&L: +$17.48
  102. MSFT     buy  Entry: $472.30 -> Exit: $473.80 | P&L: +$30.01
  103. AMD      buy  Entry: $198.85 -> Exit: $199.16 | P&L: +$17.48
  104. INTC     buy  Entry: $33.38 -> Exit: $33.41 | P&L: +$9.99
  105. AMD      buy  Entry: $198.85 -> Exit: $199.25 | P&L: +$22.24
  106. AAPL     buy  Entry: $268.96 -> Exit: $269.58 | P&L: +$15.50
  107. AMZN     BUY  Entry: $217.14 -> Exit: $217.85 | P&L: +$0.00
  108. AMD      BUY  Entry: $198.26 -> Exit: $199.04 | P&L: +$0.00
  109. INTC     BUY  Entry: $33.29 -> Exit: $33.39 | P&L: +$0.00
  110. META     BUY  Entry: $587.54 -> Exit: $589.00 | P&L: +$0.00
  111. MSFT     sell Entry: $471.42 -> Exit: $471.34 | P&L: +$3.15
  112. META     buy  Entry: $587.40 -> Exit: $587.52 | P&L: +$3.57
  113. MSFT     buy  Entry: $471.19 -> Exit: $471.47 | P&L: +$5.88
  114. MSFT     buy  Entry: $471.19 -> Exit: $471.30 | P&L: +$2.20
  115. META     sell Entry: $587.97 -> Exit: $587.01 | P&L: +$3.84
  116. META     sell Entry: $587.97 -> Exit: $587.01 | P&L: +$6.72
  117. META     sell Entry: $587.97 -> Exit: $587.00 | P&L: +$17.46
  118. AAPL     sell Entry: $268.98 -> Exit: $268.93 | P&L: +$1.33
  119. AAPL     sell Entry: $268.98 -> Exit: $268.94 | P&L: +$1.08
  120. AMZN     buy  Entry: $217.08 -> Exit: $217.11 | P&L: +$0.27
  121. MSFT     buy  Entry: $471.19 -> Exit: $471.29 | P&L: +$2.10
  122. META     sell Entry: $587.97 -> Exit: $586.97 | P&L: +$18.00
  123. AAPL     sell Entry: $268.98 -> Exit: $268.89 | P&L: +$4.85
  124. MSFT     BUY  Entry: $470.72 -> Exit: $471.40 | P&L: +$0.00
  125. META     buy  Entry: $587.50 -> Exit: $587.96 | P&L: +$8.28
  126. MSFT     buy  Entry: $470.69 -> Exit: $471.34 | P&L: +$14.30
  127. AMZN     sell Entry: $217.12 -> Exit: $217.02 | P&L: +$0.95
  128. META     buy  Entry: $587.50 -> Exit: $588.11 | P&L: +$10.98
  129. AMZN     sell Entry: $217.12 -> Exit: $217.05 | P&L: +$0.70
  130. META     BUY  Entry: $586.77 -> Exit: $587.44 | P&L: +$0.00
  131. AMZN     buy  Entry: $217.10 -> Exit: $217.19 | P&L: +$0.90
  132. AMZN     buy  Entry: $217.10 -> Exit: $217.22 | P&L: +$7.81
  133. AMZN     BUY  Entry: $217.07 -> Exit: $217.09 | P&L: +$0.00
  134. NFLX     BUY  Entry: $106.22 -> Exit: $106.24 | P&L: +$0.00
  135. AAPL     SELL Entry: $269.42 -> Exit: $269.64 | P&L: +$0.00
  136. AMD      BUY  Entry: $202.20 -> Exit: $198.11 | P&L: +$0.00
  137. TSLA     BUY  Entry: $397.27 -> Exit: $389.75 | P&L: +$0.00
  138. MSFT     BUY  Entry: $471.06 -> Exit: $471.29 | P&L: +$0.00
  139. META     buy  Entry: $588.37 -> Exit: $588.49 | P&L: +$2.12
  140. META     BUY  Entry: $589.11 -> Exit: $588.47 | P&L: +$0.00
  141. NFLX     buy  Entry: $106.18 -> Exit: $106.28 | P&L: +$9.80
  142. MSFT     buy  Entry: $470.06 -> Exit: $470.76 | P&L: +$14.72
  143. META     buy  Entry: $586.94 -> Exit: $588.63 | P&L: +$30.42
  144. INTC     buy  Entry: $33.28 -> Exit: $33.60 | P&L: +$104.00
  145. AMZN     sell Entry: $217.50 -> Exit: $216.84 | P&L: +$35.64
  146. AAPL     buy  Entry: $269.28 -> Exit: $269.43 | P&L: +$8.25
  147. META     BUY  Entry: $587.09 -> Exit: $588.52 | P&L: +$0.00
  148. INTC     BUY  Entry: $33.36 -> Exit: $33.60 | P&L: +$0.00
  149. AMZN     SELL Entry: $217.74 -> Exit: $217.62 | P&L: +$0.00
  150. AMD      BUY  Entry: $204.24 -> Exit: $200.12 | P&L: +$0.00
  151. NVDA     buy  Entry: $178.54 -> Exit: $180.17 | P&L: +$149.68
  152. AMZN     buy  Entry: $216.60 -> Exit: $217.61 | P&L: +$68.59
  153. NFLX     BUY  Entry: $106.12 -> Exit: $106.24 | P&L: +$0.00
  154. AAPL     BUY  Entry: $269.36 -> Exit: $269.44 | P&L: +$0.00
  155. AMD      BUY  Entry: $201.27 -> Exit: $204.31 | P&L: +$0.00
  156. AMZN     BUY  Entry: $216.20 -> Exit: $217.62 | P&L: +$0.00
  157. INTC     buy  Entry: $33.58 -> Exit: $33.58 | P&L: +$0.04
  158. INTC     BUY  Entry: $33.48 -> Exit: $33.58 | P&L: +$0.00
  159. NFLX     buy  Entry: $105.81 -> Exit: $106.07 | P&L: +$32.76
  160. AMZN     buy  Entry: $216.25 -> Exit: $216.67 | P&L: +$26.04
  161. NFLX     BUY  Entry: $105.63 -> Exit: $105.59 | P&L: +$0.00
  162. GOOGL    buy  Entry: $298.39 -> Exit: $298.82 | P&L: +$20.99
  163. AMZN     BUY  Entry: $215.92 -> Exit: $216.63 | P&L: +$0.00
  164. NFLX     buy  Entry: $105.39 -> Exit: $105.60 | P&L: +$29.60
  165. NFLX     BUY  Entry: $105.57 -> Exit: $105.59 | P&L: +$0.00
  166. GOOGL    BUY  Entry: $297.59 -> Exit: $298.70 | P&L: +$0.00
  167. NFLX     sell Entry: $106.02 -> Exit: $105.99 | P&L: +$5.41
  168. NFLX     SELL Entry: $105.78 -> Exit: $106.09 | P&L: +$0.00
  169. NVDA     BUY  Entry: $178.70 -> Exit: $180.11 | P&L: +$0.00
  170. NVDA     buy  Entry: $178.48 -> Exit: $178.70 | P&L: +$20.66
  171. NFLX     sell Entry: $106.00 -> Exit: $105.68 | P&L: +$48.70
  172. NVDA     BUY  Entry: $179.40 -> Exit: $178.71 | P&L: +$0.00
  173. NFLX     SELL Entry: $105.92 -> Exit: $106.09 | P&L: +$0.00
  174. NFLX     sell Entry: $105.83 -> Exit: $105.82 | P&L: +$1.38
  175. NVDA     buy  Entry: $178.67 -> Exit: $179.02 | P&L: +$35.22
  176. NFLX     SELL Entry: $106.06 -> Exit: $106.09 | P&L: +$0.00
  177. NFLX     sell Entry: $106.09 -> Exit: $105.84 | P&L: +$10.58
  178. TSLA     BUY  Entry: $401.95 -> Exit: $393.69 | P&L: +$0.00
  179. NVDA     BUY  Entry: $178.68 -> Exit: $179.17 | P&L: +$0.00
  180. TSLA     buy  Entry: $400.33 -> Exit: $402.19 | P&L: +$83.70
  181. NVDA     buy  Entry: $177.72 -> Exit: $178.65 | P&L: +$76.15
  182. NFLX     buy  Entry: $105.93 -> Exit: $106.02 | P&L: +$15.48
  183. NVDA     BUY  Entry: $178.01 -> Exit: $178.72 | P&L: +$0.00
  184. NFLX     BUY  Entry: $105.90 -> Exit: $106.09 | P&L: +$0.00
  185. TSLA     BUY  Entry: $398.43 -> Exit: $402.28 | P&L: +$0.00
  186. GOOGL    buy  Entry: $295.67 -> Exit: $296.20 | P&L: +$41.64
  187. GOOGL    buy  Entry: $295.67 -> Exit: $295.73 | P&L: +$4.51
  188. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  189. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  190. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  191. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  192. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  193. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  194. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  195. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  196. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  197. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  198. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  199. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  200. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  201. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  202. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  203. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  204. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  205. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  206. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  207. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  208. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  209. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  210. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  211. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  212. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  213. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  214. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  215. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  216. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  217. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  218. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  219. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  220. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  221. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  222. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  223. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  224. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  225. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  226. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  227. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  228. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  229. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  230. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  231. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  232. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  233. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  234. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  235. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  236. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  237. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  238. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  239. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  240. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  241. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  242. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  243. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  244. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  245. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  246. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  247. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  248. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  249. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  250. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  251. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  252. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  253. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  254. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  255. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  256. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  257. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  258. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  259. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  260. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  261. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  262. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  263. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  264. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  265. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  266. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  267. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  268. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  269. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00
  270. AMD      BUY  Entry: $206.05 -> Exit: $205.43 | P&L: +$0.00

--------------------------------------------------------------------------------
DATE: 2025-11-20
--------------------------------------------------------------------------------
Total Trades: 422
Closed Trades: 422
Win Rate: 54.0%
Total P&L: $-872.67
Avg Profit per Trade: $-2.07

Trade Details:
  1. NVDA     BUY  Entry: $182.20 -> Exit: $181.57 | P&L: +$0.00
  2. AMD      BUY  Entry: $209.38 -> Exit: $205.43 | P&L: +$0.00
  3. MSFT     BUY  Entry: $479.64 -> Exit: $476.75 | P&L: +$0.00
  4. INTC     BUY  Entry: $33.90 -> Exit: $33.67 | P&L: +$0.00
  5. META     BUY  Entry: $588.50 -> Exit: $589.00 | P&L: +$0.00
  6. NFLX     BUY  Entry: $106.42 -> Exit: $104.94 | P&L: +$0.00
  7. TSLA     BUY  Entry: $402.28 -> Exit: $402.09 | P&L: +$0.00
  8. TSLA     buy  Entry: $402.19 -> Exit: $402.22 | P&L: +$1.38
  9. MSFT     buy  Entry: $479.07 -> Exit: $479.13 | P&L: +$2.33
  10. META     buy  Entry: $588.14 -> Exit: $588.20 | P&L: +$2.34
  11. TSLA     BUY  Entry: $402.09 -> Exit: $402.15 | P&L: +$0.00
  12. TSLA     buy  Entry: $402.11 -> Exit: $402.16 | P&L: +$2.92
  13. MSFT     BUY  Entry: $478.92 -> Exit: $479.08 | P&L: +$0.00
  14. META     BUY  Entry: $587.94 -> Exit: $587.97 | P&L: +$0.00
  15. GOOGL    BUY  Entry: $291.73 -> Exit: $297.65 | P&L: +$0.00
  16. TSLA     BUY  Entry: $401.82 -> Exit: $402.07 | P&L: +$0.00
  17. AAPL     BUY  Entry: $267.47 -> Exit: $267.05 | P&L: +$0.00
  18. NVDA     buy  Entry: $182.42 -> Exit: $182.46 | P&L: +$4.62
  19. META     buy  Entry: $587.59 -> Exit: $588.14 | P&L: +$21.68
  20. GOOGL    buy  Entry: $291.89 -> Exit: $291.91 | P&L: +$1.58
  21. AAPL     buy  Entry: $267.49 -> Exit: $267.62 | P&L: +$11.18
  22. NVDA     BUY  Entry: $182.38 -> Exit: $182.42 | P&L: +$0.00
  23. META     BUY  Entry: $587.84 -> Exit: $588.01 | P&L: +$0.00
  24. GOOGL    BUY  Entry: $292.13 -> Exit: $291.88 | P&L: +$0.00
  25. TSLA     buy  Entry: $402.27 -> Exit: $403.05 | P&L: +$44.46
  26. NVDA     buy  Entry: $182.69 -> Exit: $182.96 | P&L: +$34.02
  27. NFLX     buy  Entry: $106.54 -> Exit: $106.57 | P&L: +$6.25
  28. META     buy  Entry: $587.60 -> Exit: $587.71 | P&L: +$4.29
  29. GOOGL    buy  Entry: $291.86 -> Exit: $292.11 | P&L: +$33.17
  30. AMD      buy  Entry: $210.73 -> Exit: $210.96 | P&L: +$25.41
  31. NFLX     BUY  Entry: $106.47 -> Exit: $106.56 | P&L: +$0.00
  32. NVDA     BUY  Entry: $182.68 -> Exit: $182.99 | P&L: +$0.00
  33. AMD      BUY  Entry: $210.69 -> Exit: $210.93 | P&L: +$0.00
  34. META     BUY  Entry: $587.46 -> Exit: $587.60 | P&L: +$0.00
  35. META     buy  Entry: $587.30 -> Exit: $587.65 | P&L: +$13.64
  36. AAPL     buy  Entry: $267.12 -> Exit: $267.34 | P&L: +$18.65
  37. NVDA     buy  Entry: $182.33 -> Exit: $182.39 | P&L: +$7.56
  38. META     BUY  Entry: $587.56 -> Exit: $587.48 | P&L: +$0.00
  39. AAPL     BUY  Entry: $267.13 -> Exit: $267.37 | P&L: +$0.00
  40. NVDA     BUY  Entry: $182.53 -> Exit: $182.34 | P&L: +$0.00
  41. TSLA     BUY  Entry: $401.94 -> Exit: $403.22 | P&L: +$0.00
  42. GOOGL    BUY  Entry: $291.57 -> Exit: $292.14 | P&L: +$0.00
  43. TSLA     buy  Entry: $401.90 -> Exit: $402.20 | P&L: +$28.46
  44. TSLA     BUY  Entry: $401.49 -> Exit: $402.20 | P&L: +$0.00
  45. AMZN     BUY  Entry: $219.36 -> Exit: $219.36 | P&L: +$0.00
  46. META     BUY  Entry: $587.23 -> Exit: $587.23 | P&L: +$0.00
  47. META     sell Entry: $588.52 -> Exit: $587.38 | P&L: +$26.34
  48. AMZN     sell Entry: $219.69 -> Exit: $219.37 | P&L: +$19.90
  49. INTC     BUY  Entry: $34.29 -> Exit: $34.29 | P&L: +$0.00
  50. TSLA     BUY  Entry: $403.10 -> Exit: $403.10 | P&L: +$0.00
  51. AMZN     SELL Entry: $219.77 -> Exit: $219.88 | P&L: +$0.00
  52. TSLA     sell Entry: $404.20 -> Exit: $403.15 | P&L: +$60.06
